timestamp,panel_id,voltage_v,current_a,power_w,temperature_c,efficiency_pct
2026-08-01 22:00:00,PANEL_03,0.0,0.0,0.0,18.25,0.0
2026-08-01 23:00:00,PANEL_01,0.0,0.0,0.0,18.09,0.0
2026-08-01 23:00:00,PANEL_02,0.0,0.0,0.0,17.57,0.0
2026-08-01 23:00:00,PANEL_03,0.0,0.0,0.0,18.35,0.0
2026-08-02 00:00:00,PANEL_01,0.0,0.0,0.0,17.71,0.0
2026-08-02 00:00:00,PANEL_02,0.0,0.0,0.0,18.06,0.0
2026-08-02 00:00:00,PANEL_03,0.0,0.0,0.0,19.28,0.0
2026-08-02 01:00:00,PANEL_01,0.0,0.0,0.0,17.95,0.0
2026-08-02 01:00:00,PANEL_02,0.0,0.0,0.0,18.57,0.0
2026-08-02 01:00:00,PANEL_03,0.0,0.0,0.0,17.65,0.0
2026-08-02 02:00:00,PANEL_01,0.0,0.0,0.0,17.98,0.0
2026-08-02 02:00:00,PANEL_02,0.0,0.0,0.0,18.89,0.0
2026-08-02 02:00:00,PANEL_03,0.0,0.0,0.0,17.69,0.0
2026-08-02 03:00:00,PANEL_01,0.0,0.0,0.0,18.91,0.0
2026-08-02 03:00:00,PANEL_02,0.0,0.0,0.0,18.35,0.0
2026-08-02 03:00:00,PANEL_03,0.0,0.0,0.0,17.72,0.0
2026-08-02 04:00:00,PANEL_01,0.0,0.0,0.0,18.32,0.0
2026-08-02 04:00:00,PANEL_02,0.0,0.0,0.0,18.49,0.0
2026-08-02 04:00:00,PANEL_03,0.0,0.0,0.0,18.31,0.0
2026-08-02 05:00:00,PANEL_01,0.0,0.0,0.0,17.21,0.0
2026-08-02 05:00:00,PANEL_02,0.0,0.0,0.0,17.64,0.0
2026-08-02 05:00:00,PANEL_03,0.0,0.0,0.0,17.88,0.0
2026-08-02 06:00:00,PANEL_01,29.96,0.06,1.86,24.18,0.0
2026-08-02 06:00:00,PANEL_02,29.33,0.04,1.12,24.61,0.0
2026-08-02 06:00:00,PANEL_03,30.28,0.11,3.27,24.83,0.0
2026-08-02 07:00:00,PANEL_01,33.34,2.57,85.82,26.22,94.74
2026-08-02 07:00:00,PANEL_02,33.32,2.97,99.04,28.15,95.67
2026-08-02 07:00:00,PANEL_03,32.47,2.77,89.92,28.94,91.43
2026-08-02 08:00:00,PANEL_01,35.98,4.69,168.7,31.53,96.4
2026-08-02 08:00:00,PANEL_02,36.01,5.37,193.38,30.98,96.69
2026-08-02 08:00:00,PANEL_03,36.05,4.96,178.83,31.07,94.12
2026-08-02 09:00:00,PANEL_01,38.33,6.16,235.96,34.13,95.34
2026-08-02 09:00:00,PANEL_02,39.11,6.78,265.2,34.42,93.76
2026-08-02 09:00:00,PANEL_03,38.27,6.82,260.8,34.8,97.06
2026-08-02 10:00:00,PANEL_01,40.91,6.89,281.88,37.26,93.0
2026-08-02 10:00:00,PANEL_02,40.84,8.07,329.43,38.06,95.1
2026-08-02 10:00:00,PANEL_03,40.13,7.93,318.29,39.29,96.72
2026-08-02 11:00:00,PANEL_01,41.41,7.71,319.33,39.94,94.45
2026-08-02 11:00:00,PANEL_02,42.38,8.61,364.84,38.07,94.43
2026-08-02 11:00:00,PANEL_03,41.45,8.28,343.13,37.57,93.48
2026-08-02 12:00:00,PANEL_01,41.5,7.94,329.31,38.97,94.09
2026-08-02 12:00:00,PANEL_02,42.12,9.18,386.53,38.0,96.63
2026-08-02 12:00:00,PANEL_03,42.49,8.47,360.09,38.95,94.76
2026-08-02 13:00:00,PANEL_01,41.93,7.55,316.46,38.87,93.61
2026-08-02 13:00:00,PANEL_02,41.67,8.86,369.1,38.78,95.53
2026-08-02 13:00:00,PANEL_03,42.82,8.08,345.97,37.96,94.26
2026-08-02 14:00:00,PANEL_01,40.08,7.13,285.73,36.35,94.27
2026-08-02 14:00:00,PANEL_02,40.99,8.17,334.91,36.42,96.68
2026-08-02 14:00:00,PANEL_03,39.98,7.87,314.52,36.44,95.57
2026-08-02 15:00:00,PANEL_01,38.8,6.08,235.9,33.09,95.32
2026-08-02 15:00:00,PANEL_02,39.26,7.02,275.75,33.99,97.49
2026-08-02 15:00:00,PANEL_03,38.29,6.69,256.36,34.94,95.41
2026-08-02 16:00:00,PANEL_01,36.33,4.78,173.55,31.32,99.17
2026-08-02 16:00:00,PANEL_02,35.6,5.2,185.09,30.77,92.54
2026-08-02 16:00:00,PANEL_03,35.98,5.2,186.96,30.98,98.4
2026-08-02 17:00:00,PANEL_01,33.22,2.59,86.0,29.07,94.94
2026-08-02 17:00:00,PANEL_02,34.37,2.81,96.53,27.39,93.24
2026-08-02 17:00:00,PANEL_03,33.63,2.85,95.73,29.73,97.33
2026-08-02 18:00:00,PANEL_01,30.29,0.0,0.0,24.59,0.0
2026-08-02 18:00:00,PANEL_02,30.55,0.08,2.51,24.51,100.0
2026-08-02 18:00:00,PANEL_03,30.53,0.12,3.57,25.38,100.0
2026-08-02 19:00:00,PANEL_01,0.0,0.0,0.0,18.32,0.0
2026-08-02 19:00:00,PANEL_02,0.0,0.0,0.0,17.92,0.0
2026-08-02 19:00:00,PANEL_03,0.0,0.0,0.0,18.07,0.0
2026-08-02 20:00:00,PANEL_01,0.0,0.0,0.0,18.6,0.0
2026-08-02 20:00:00,PANEL_02,0.0,0.0,0.0,17.59,0.0
2026-08-02 20:00:00,PANEL_03,0.0,0.0,0.0,18.18,0.0
2026-08-02 21:00:00,PANEL_01,0.0,0.0,0.0,17.8,0.0
2026-08-02 21:00:00,PANEL_02,0.0,0.0,0.0,18.01,0.0
2026-08-02 21:00:00,PANEL_03,0.0,0.0,0.0,18.64,0.0
2026-08-02 22:00:00,PANEL_01,0.0,0.0,0.0,18.1,0.0
2026-08-02 22:00:00,PANEL_02,0.0,0.0,0.0,18.02,0.0
2026-08-02 22:00:00,PANEL_03,0.0,0.0,0.0,17.32,0.0
2026-08-02 23:00:00,PANEL_01,0.0,0.0,0.0,18.37,0.0
2026-08-02 23:00:00,PANEL_02,0.0,0.0,0.0,18.32,0.0
2026-08-02 23:00:00,PANEL_03,0.0,0.0,0.0,19.08,0.0
2026-08-03 00:00:00,PANEL_01,0.0,0.0,0.0,17.85,0.0
2026-08-03 00:00:00,PANEL_02,0.0,0.0,0.0,18.11,0.0
2026-08-03 00:00:00,PANEL_03,0.0,0.0,0.0,18.12,0.0
2026-08-03 01:00:00,PANEL_01,0.0,0.0,0.0,18.79,0.0
2026-08-03 01:00:00,PANEL_02,0.0,0.0,0.0,17.95,0.0
2026-08-03 01:00:00,PANEL_03,0.0,0.0,0.0,18.14,0.0
2026-08-03 02:00:00,PANEL_01,0.0,0.0,0.0,18.3,0.0
2026-08-03 02:00:00,PANEL_02,0.0,0.0,0.0,18.09,0.0
2026-08-03 02:00:00,PANEL_03,0.0,0.0,0.0,17.78,0.0
2026-08-03 03:00:00,PANEL_01,0.0,0.0,0.0,18.1,0.0
2026-08-03 03:00:00,PANEL_02,0.0,0.0,0.0,18.54,0.0
2026-08-03 03:00:00,PANEL_03,0.0,0.0,0.0,17.49,0.0
2026-08-03 04:00:00,PANEL_01,0.0,0.0,0.0,18.07,0.0
2026-08-03 04:00:00,PANEL_02,0.0,0.0,0.0,17.65,0.0
2026-08-03 04:00:00,PANEL_03,0.0,0.0,0.0,18.6,0.0
2026-08-03 05:00:00,PANEL_01,0.0,0.0,0.0,17.24,0.0
2026-08-03 05:00:00,PANEL_02,0.0,0.0,0.0,17.72,0.0
2026-08-03 05:00:00,PANEL_03,0.0,0.0,0.0,18.19,0.0
2026-08-03 06:00:00,PANEL_01,30.78,0.0,0.0,23.44,0.0
2026-08-03 06:00:00,PANEL_02,30.94,0.0,0.0,21.8,0.0
2026-08-03 06:00:00,PANEL_03,30.22,0.0,0.0,22.98,0.0
2026-08-03 07:00:00,PANEL_01,33.46,2.6,86.87,27.32,95.9
2026-08-03 07:00:00,PANEL_02,32.47,3.12,101.18,28.53,97.74
2026-08-03 07:00:00,PANEL_03,33.06,3.01,99.54,26.81,100.0
2026-08-03 08:00:00,PANEL_01,35.24,4.65,163.81,31.45,93.61
2026-08-03 08:00:00,PANEL_02,36.12,5.24,189.13,31.85,94.56
2026-08-03 08:00:00,PANEL_03,35.37,5.25,185.61,31.42,97.69
2026-08-03 09:00:00,PANEL_01,39.04,6.06,236.45,35.06,95.54
2026-08-03 09:00:00,PANEL_02,38.77,6.98,270.44,35.25,95.61
2026-08-03 09:00:00,PANEL_03,39.15,6.54,256.03,35.32,95.29
2026-08-03 10:00:00,PANEL_01,40.35,7.28,293.76,36.31,96.92
2026-08-03 10:00:00,PANEL_02,41.29,7.97,328.92,35.56,94.95
2026-08-03 10:00:00,PANEL_03,40.46,7.66,309.88,37.83,94.16
2026-08-03 11:00:00,PANEL_01,41.26,7.74,319.33,36.6,94.46
2026-08-03 11:00:00,PANEL_02,41.36,8.63,357.03,36.9,92.4
2026-08-03 11:00:00,PANEL_03,41.97,8.39,352.0,38.91,95.9
2026-08-03 12:00:00,PANEL_01,41.52,8.0,332.3,39.0,94.94
2026-08-03 12:00:00,PANEL_02,41.42,9.32,386.23,39.88,96.56
2026-08-03 12:00:00,PANEL_03,41.89,8.62,361.11,39.21,95.03
2026-08-03 13:00:00,PANEL_01,40.57,7.89,320.17,37.81,94.7
2026-08-03 13:00:00,PANEL_02,41.09,8.9,365.9,40.29,94.7
2026-08-03 13:00:00,PANEL_03,41.91,8.26,346.31,39.06,94.35
2026-08-03 14:00:00,PANEL_01,41.09,7.1,291.75,37.05,96.25
2026-08-03 14:00:00,PANEL_02,40.07,8.28,331.89,37.38,95.81
2026-08-03 14:00:00,PANEL_03,40.84,7.72,315.23,38.04,95.79
2026-08-03 15:00:00,PANEL_01,38.22,6.28,240.15,34.8,97.03
2026-08-03 15:00:00,PANEL_02,39.52,6.73,265.98,36.34,94.04
2026-08-03 15:00:00,PANEL_03,38.58,6.55,252.75,34.12,94.06
2026-08-03 16:00:00,PANEL_01,35.84,4.68,167.77,32.02,95.87
2026-08-03 16:00:00,PANEL_02,35.71,5.32,189.91,33.64,94.96
2026-08-03 16:00:00,PANEL_03,36.86,4.94,182.11,31.54,95.85
2026-08-03 17:00:00,PANEL_01,33.17,2.66,88.09,26.86,97.25
2026-08-03 17:00:00,PANEL_02,32.98,2.82,92.85,28.28,89.68
2026-08-03 17:00:00,PANEL_03,33.43,2.75,91.82,29.46,93.36
2026-08-03 18:00:00,PANEL_01,29.39,0.0,0.0,24.22,0.0
2026-08-03 18:00:00,PANEL_02,30.52,0.17,5.14,23.54,100.0
2026-08-03 18:00:00,PANEL_03,30.54,0.0,0.0,23.83,0.0
2026-08-03 19:00:00,PANEL_01,0.0,0.0,0.0,18.44,0.0
2026-08-03 19:00:00,PANEL_02,0.0,0.0,0.0,18.33,0.0
2026-08-03 19:00:00,PANEL_03,0.0,0.0,0.0,17.21,0.0
2026-08-03 20:00:00,PANEL_01,0.0,0.0,0.0,18.74,0.0
2026-08-03 20:00:00,PANEL_02,0.0,0.0,0.0,18.69,0.0
2026-08-03 20:00:00,PANEL_03,0.0,0.0,0.0,17.69,0.0
2026-08-03 21:00:00,PANEL_01,0.0,0.0,0.0,18.2,0.0
2026-08-03 21:00:00,PANEL_02,0.0,0.0,0.0,18.25,0.0
2026-08-03 21:00:00,PANEL_03,0.0,0.0,0.0,18.13,0.0
2026-08-03 22:00:00,PANEL_01,0.0,0.0,0.0,17.72,0.0
2026-08-03 22:00:00,PANEL_02,0.0,0.0,0.0,17.66,0.0
2026-08-03 22:00:00,PANEL_03,0.0,0.0,0.0,17.99,0.0
2026-08-03 23:00:00,PANEL_01,0.0,0.0,0.0,18.59,0.0
2026-08-03 23:00:00,PANEL_02,0.0,0.0,0.0,18.27,0.0
2026-08-03 23:00:00,PANEL_03,0.0,0.0,0.0,17.81,0.0
2026-08-04 00:00:00,PANEL_01,0.0,0.0,0.0,18.39,0.0
2026-08-04 00:00:00,PANEL_02,0.0,0.0,0.0,16.58,0.0
2026-08-04 00:00:00,PANEL_03,0.0,0.0,0.0,18.57,0.0
2026-08-04 01:00:00,PANEL_01,0.0,0.0,0.0,17.13,0.0
2026-08-04 01:00:00,PANEL_02,0.0,0.0,0.0,17.82,0.0
2026-08-04 01:00:00,PANEL_03,0.0,0.0,0.0,17.44,0.0
2026-08-04 02:00:00,PANEL_01,0.0,0.0,0.0,17.35,0.0
2026-08-04 02:00:00,PANEL_02,0.0,0.0,0.0,18.58,0.0
2026-08-04 02:00:00,PANEL_03,0.0,0.0,0.0,17.77,0.0
2026-08-04 03:00:00,PANEL_01,0.0,0.0,0.0,18.17,0.0
2026-08-04 03:00:00,PANEL_02,0.0,0.0,0.0,17.98,0.0
2026-08-04 03:00:00,PANEL_03,0.0,0.0,0.0,18.24,0.0
2026-08-04 04:00:00,PANEL_01,0.0,0.0,0.0,18.04,0.0
2026-08-04 04:00:00,PANEL_02,0.0,0.0,0.0,17.36,0.0
2026-08-04 04:00:00,PANEL_03,0.0,0.0,0.0,18.5,0.0
2026-08-04 05:00:00,PANEL_01,0.0,0.0,0.0,17.75,0.0
2026-08-04 05:00:00,PANEL_02,0.0,0.0,0.0,17.22,0.0
2026-08-04 05:00:00,PANEL_03,0.0,0.0,0.0,17.79,0.0
2026-08-04 06:00:00,PANEL_01,30.75,0.09,2.61,23.65,0.0
2026-08-04 06:00:00,PANEL_02,29.83,0.0,0.0,26.08,0.0
2026-08-04 06:00:00,PANEL_03,30.19,0.04,1.3,25.03,0.0
2026-08-04 07:00:00,PANEL_01,33.23,2.56,85.2,27.69,94.05
2026-08-04 07:00:00,PANEL_02,33.07,2.97,98.23,28.61,94.88
2026-08-04 07:00:00,PANEL_03,33.13,2.89,95.86,27.8,97.47
2026-08-04 08:00:00,PANEL_01,36.04,4.41,159.05,32.42,90.88
2026-08-04 08:00:00,PANEL_02,36.17,5.35,193.61,28.6,96.81
2026-08-04 08:00:00,PANEL_03,37.04,4.86,179.98,32.61,94.73
2026-08-04 09:00:00,PANEL_01,37.97,6.25,237.44,33.55,95.94
2026-08-04 09:00:00,PANEL_02,38.17,7.23,276.01,34.42,97.58
2026-08-04 09:00:00,PANEL_03,38.59,6.7,258.62,35.1,96.25
2026-08-04 10:00:00,PANEL_01,40.47,7.15,289.43,39.39,95.49
2026-08-04 10:00:00,PANEL_02,40.36,8.17,329.9,38.04,95.23
2026-08-04 10:00:00,PANEL_03,40.95,7.75,317.5,37.63,96.48
2026-08-04 11:00:00,PANEL_01,41.02,7.99,327.87,37.34,96.98
2026-08-04 11:00:00,PANEL_02,41.74,8.72,363.9,38.42,94.19
2026-08-04 11:00:00,PANEL_03,41.76,8.38,350.04,38.91,95.37
2026-08-04 12:00:00,PANEL_01,42.81,7.81,334.44,38.76,95.55
2026-08-04 12:00:00,PANEL_02,42.48,9.06,385.05,37.77,96.26
2026-08-04 12:00:00,PANEL_03,42.3,8.6,363.97,38.7,95.78
2026-08-04 13:00:00,PANEL_01,42.28,7.58,320.54,38.61,94.81
2026-08-04 13:00:00,PANEL_02,41.5,8.85,367.12,37.39,95.02
2026-08-04 13:00:00,PANEL_03,40.87,8.69,355.22,37.64,96.78
2026-08-04 14:00:00,PANEL_01,39.9,7.0,279.36,36.35,92.17
2026-08-04 14:00:00,PANEL_02,39.73,8.45,335.61,38.0,96.88
2026-08-04 14:00:00,PANEL_03,40.05,8.03,321.66,37.97,97.74
2026-08-04 15:00:00,PANEL_01,38.32,5.89,225.53,36.9,91.13
2026-08-04 15:00:00,PANEL_02,37.79,6.95,262.48,35.63,92.8
2026-08-04 15:00:00,PANEL_03,39.71,6.57,260.76,35.17,97.05
2026-08-04 16:00:00,PANEL_01,36.3,4.67,169.35,32.26,96.77
2026-08-04 16:00:00,PANEL_02,36.14,5.27,190.38,31.44,95.19
2026-08-04 16:00:00,PANEL_03,35.62,5.04,179.5,29.81,94.47
2026-08-04 17:00:00,PANEL_01,33.06,2.5,82.79,26.78,91.39
2026-08-04 17:00:00,PANEL_02,33.2,3.1,102.97,28.8,99.46
2026-08-04 17:00:00,PANEL_03,32.32,2.79,90.24,28.82,91.75
2026-08-04 18:00:00,PANEL_01,29.51,0.0,0.0,24.55,0.0
2026-08-04 18:00:00,PANEL_02,29.52,0.01,0.31,22.67,100.0
2026-08-04 18:00:00,PANEL_03,29.7,0.03,0.95,22.41,100.0
2026-08-04 19:00:00,PANEL_01,0.0,0.0,0.0,18.22,0.0
2026-08-04 19:00:00,PANEL_02,0.0,0.0,0.0,17.99,0.0
2026-08-04 19:00:00,PANEL_03,0.0,0.0,0.0,18.28,0.0
2026-08-04 20:00:00,PANEL_01,0.0,0.0,0.0,18.11,0.0
2026-08-04 20:00:00,PANEL_02,0.0,0.0,0.0,18.68,0.0
2026-08-04 20:00:00,PANEL_03,0.0,0.0,0.0,18.06,0.0
2026-08-04 21:00:00,PANEL_01,0.0,0.0,0.0,17.79,0.0
2026-08-04 21:00:00,PANEL_02,0.0,0.0,0.0,18.06,0.0
2026-08-04 21:00:00,PANEL_03,0.0,0.0,0.0,18.27,0.0
2026-08-04 22:00:00,PANEL_01,0.0,0.0,0.0,18.02,0.0
2026-08-04 22:00:00,PANEL_02,0.0,0.0,0.0,18.02,0.0
2026-08-04 22:00:00,PANEL_03,0.0,0.0,0.0,17.65,0.0
2026-08-04 23:00:00,PANEL_01,0.0,0.0,0.0,17.67,0.0
2026-08-04 23:00:00,PANEL_02,0.0,0.0,0.0,17.3,0.0
2026-08-04 23:00:00,PANEL_03,0.0,0.0,0.0,18.87,0.0
2026-08-05 00:00:00,PANEL_01,0.0,0.0,0.0,17.38,0.0
2026-08-05 00:00:00,PANEL_02,0.0,0.0,0.0,17.65,0.0
2026-08-05 00:00:00,PANEL_03,0.0,0.0,0.0,17.64,0.0
2026-08-05 01:00:00,PANEL_01,0.0,0.0,0.0,18.45,0.0
2026-08-05 01:00:00,PANEL_02,0.0,0.0,0.0,17.85,0.0
2026-08-05 01:00:00,PANEL_03,0.0,0.0,0.0,18.62,0.0
2026-08-05 02:00:00,PANEL_01,0.0,0.0,0.0,17.66,0.0
2026-08-05 02:00:00,PANEL_02,0.0,0.0,0.0,18.14,0.0
2026-08-05 02:00:00,PANEL_03,0.0,0.0,0.0,17.58,0.0
2026-08-05 03:00:00,PANEL_01,0.0,0.0,0.0,19.07,0.0
2026-08-05 03:00:00,PANEL_02,0.0,0.0,0.0,17.41,0.0
2026-08-05 03:00:00,PANEL_03,0.0,0.0,0.0,18.15,0.0
2026-08-05 04:00:00,PANEL_01,0.0,0.0,0.0,18.32,0.0
2026-08-05 04:00:00,PANEL_02,0.0,0.0,0.0,18.21,0.0
2026-08-05 04:00:00,PANEL_03,0.0,0.0,0.0,17.91,0.0
2026-08-05 05:00:00,PANEL_01,0.0,0.0,0.0,17.94,0.0
2026-08-05 05:00:00,PANEL_02,0.0,0.0,0.0,18.02,0.0
2026-08-05 05:00:00,PANEL_03,0.0,0.0,0.0,17.93,0.0
2026-08-05 06:00:00,PANEL_01,30.48,0.22,6.74,23.44,0.0
2026-08-05 06:00:00,PANEL_02,29.32,0.0,0.0,26.58,0.0
2026-08-05 06:00:00,PANEL_03,29.6,0.16,4.85,25.68,0.0
2026-08-05 07:00:00,PANEL_01,32.83,2.68,87.93,29.51,97.06
2026-08-05 07:00:00,PANEL_02,32.92,2.97,97.68,27.3,94.35
2026-08-05 07:00:00,PANEL_03,32.6,2.8,91.32,26.66,92.85
2026-08-05 08:00:00,PANEL_01,36.02,4.54,163.48,31.73,93.42
2026-08-05 08:00:00,PANEL_02,35.22,5.43,191.17,32.33,95.58
2026-08-05 08:00:00,PANEL_03,35.0,5.19,181.81,32.73,95.69
2026-08-05 09:00:00,PANEL_01,37.88,6.37,241.45,35.03,97.56
2026-08-05 09:00:00,PANEL_02,38.13,7.04,268.49,35.16,94.92
2026-08-05 09:00:00,PANEL_03,38.52,6.68,257.34,33.69,95.77
2026-08-05 10:00:00,PANEL_01,40.48,6.97,282.23,36.88,93.11
2026-08-05 10:00:00,PANEL_02,39.94,8.17,326.15,38.23,94.15
2026-08-05 10:00:00,PANEL_03,40.94,7.7,315.13,35.9,95.76
2026-08-05 11:00:00,PANEL_01,41.43,7.87,326.2,38.63,96.49
2026-08-05 11:00:00,PANEL_02,42.75,8.63,368.73,38.68,95.44
2026-08-05 11:00:00,PANEL_03,41.44,8.43,349.25,38.34,95.15
2026-08-05 12:00:00,PANEL_01,42.35,7.95,336.55,38.21,96.16
2026-08-05 12:00:00,PANEL_02,41.33,9.01,372.41,39.51,93.1
2026-08-05 12:00:00,PANEL_03,41.45,8.49,352.08,39.39,92.65
2026-08-05 13:00:00,PANEL_01,42.84,7.5,321.14,39.33,94.99
2026-08-05 13:00:00,PANEL_02,41.63,8.81,366.64,39.41,94.89
2026-08-05 13:00:00,PANEL_03,41.45,8.44,349.81,38.81,95.3
2026-08-05 14:00:00,PANEL_01,40.06,7.29,291.93,36.82,96.31
2026-08-05 14:00:00,PANEL_02,40.01,8.28,331.24,36.09,95.62
2026-08-05 14:00:00,PANEL_03,40.41,7.74,312.6,38.08,94.99
2026-08-05 15:00:00,PANEL_01,38.72,6.07,235.02,35.42,94.96
2026-08-05 15:00:00,PANEL_02,39.18,6.91,270.89,34.62,95.77
2026-08-05 15:00:00,PANEL_03,37.83,6.64,251.24,34.3,93.5
2026-08-05 16:00:00,PANEL_01,35.7,4.64,165.58,31.56,94.62
2026-08-05 16:00:00,PANEL_02,36.26,5.23,189.74,31.99,94.87
2026-08-05 16:00:00,PANEL_03,36.03,4.81,173.38,30.56,91.25
2026-08-05 17:00:00,PANEL_01,33.03,2.48,82.06,28.48,90.59
2026-08-05 17:00:00,PANEL_02,33.87,3.03,102.48,27.67,98.99
2026-08-05 17:00:00,PANEL_03,33.85,2.77,93.94,27.55,95.51
2026-08-05 18:00:00,PANEL_01,29.69,0.0,0.0,23.61,0.0
2026-08-05 18:00:00,PANEL_02,30.09,0.02,0.48,24.0,100.0
2026-08-05 18:00:00,PANEL_03,30.22,0.12,3.6,24.95,100.0
2026-08-05 19:00:00,PANEL_01,0.0,0.0,0.0,17.26,0.0
2026-08-05 19:00:00,PANEL_02,0.0,0.0,0.0,16.72,0.0
2026-08-05 19:00:00,PANEL_03,0.0,0.0,0.0,18.47,0.0
