timestamp,panel_id,voltage_v,current_a,power_w,temperature_c,efficiency_pct,rated_capacity_w,install_year,location_id,solar_radiation_w_m2,ambient_temp_c,wind_speed_m_s,manufacturer_NovaPower,manufacturer_SolarTech,voltage_v_scaled,ambient_temp_c_scaled,efficiency_pct_scaled
2026-08-01 07:00:00,PANEL_02,32.94,3.15,103.85,27.62,100.0,400,2025,LOC_A,203.13,21.19,3.88,0,0,0.6885373931704897,-0.8836784431961598,0.9999989999999999
2026-08-01 07:00:00,PANEL_03,32.35,2.86,92.64,27.61,94.19,380,2023,LOC_B,203.13,21.19,3.88,1,0,0.6570005132949137,-0.8836784431961598,0.9418991161999999
2026-08-01 08:00:00,PANEL_01,34.65,4.79,166.06,31.27,94.89,350,2024,LOC_A,397.76,22.32,5.26,0,1,0.7799408924708886,-0.6234399875605877,0.9488991022
2026-08-01 08:00:00,PANEL_02,36.35,5.41,196.72,32.63,98.36,400,2025,LOC_A,397.76,22.32,5.26,0,0,0.8708098683835659,-0.6234399875605877,0.9835990327999999
2026-08-01 08:00:00,PANEL_03,35.87,4.92,176.53,34.07,92.91,380,2023,LOC_B,397.76,22.32,5.26,1,0,0.8451527457729274,-0.6234399875605877,0.9290991417999999
2026-08-01 09:00:00,PANEL_01,38.51,6.11,235.17,34.58,95.02,350,2024,LOC_A,594.27,25.05,1.79,0,1,0.986266920131438,0.005277697293494387,0.9501990995999998
2026-08-01 09:00:00,PANEL_02,38.58,6.95,268.14,34.03,94.8,400,2025,LOC_A,594.27,25.05,1.79,0,0,0.9900085838454894,0.005277697293494387,0.9479991039999999
2026-08-01 09:00:00,PANEL_03,38.21,6.68,255.14,34.06,94.95,380,2023,LOC_B,594.27,25.05,1.79,1,0,0.9702312184997892,0.005277697293494387,0.9494991009999999
2026-08-01 10:00:00,PANEL_01,40.04,7.2,288.38,36.74,95.14,350,2024,LOC_A,719.79,26.64,2.12,0,1,1.0680489984528476,0.37145393132938825,0.9513990971999999
2026-08-01 10:00:00,PANEL_02,41.14,7.73,318.18,38.08,91.85,400,2025,LOC_A,719.79,26.64,2.12,0,0,1.126846571102227,0.37145393132938825,0.9184991629999999
2026-08-01 10:00:00,PANEL_03,41.02,7.42,304.13,36.65,92.42,380,2023,LOC_B,719.79,26.64,2.12,1,0,1.1204322904495676,0.37145393132938825,0.9241991515999999
2026-08-01 11:00:00,PANEL_01,41.41,7.62,315.34,37.71,93.28,350,2024,LOC_A,832.31,27.52,3.15,0,1,1.1412787025707107,0.5741175073995682,0.9327991344
2026-08-01 11:00:00,PANEL_02,41.04,9.12,374.24,39.42,96.86,400,2025,LOC_A,832.31,27.52,3.15,0,0,1.1215013372250107,0.5741175073995682,0.9685990627999999
2026-08-01 11:00:00,PANEL_03,42.23,8.33,351.75,37.36,95.83,380,2023,LOC_B,832.31,27.52,3.15,1,0,1.1851096203638845,0.5741175073995682,0.9582990833999999
2026-08-01 12:00:00,PANEL_01,41.74,8.02,334.54,37.78,95.58,350,2024,LOC_A,831.95,30.72,3.48,0,1,1.158917974365525,1.3110759658365874,0.9557990883999998
2026-08-01 12:00:00,PANEL_02,42.36,8.95,378.98,38.63,94.75,400,2025,LOC_A,831.95,30.72,3.48,0,0,1.1920584244042658,1.3110759658365874,0.9474991049999999
2026-08-01 12:00:00,PANEL_03,42.36,8.57,362.88,38.64,95.5,380,2023,LOC_B,831.95,30.72,3.48,1,0,1.1920584244042658,1.3110759658365874,0.9549990899999999
2026-08-01 13:00:00,PANEL_01,42.17,7.51,316.61,39.1,93.65,350,2024,LOC_A,789.31,30.85,2.03,0,1,1.181902480037555,1.3410149032105918,0.9364991269999999
2026-08-01 13:00:00,PANEL_02,41.89,8.73,365.76,38.82,94.66,400,2025,LOC_A,789.31,30.85,2.03,0,0,1.1669358251813493,1.3410149032105918,0.9465991067999998
2026-08-01 13:00:00,PANEL_03,40.97,8.6,352.48,38.3,96.03,380,2023,LOC_B,789.31,30.85,2.03,1,0,1.1177596735109592,1.3410149032105918,0.9602990793999999
2026-08-01 14:00:00,PANEL_01,40.13,7.28,292.16,36.29,96.39,350,2024,LOC_A,742.39,29.23,1.91,0,1,1.0728597089423424,0.9679296836268506,0.9638990721999999
2026-08-01 14:00:00,PANEL_02,39.69,8.14,322.91,37.6,93.22,400,2025,LOC_A,742.39,29.23,1.91,0,0,1.0493406798825904,0.9679296836268506,0.9321991355999999
2026-08-01 14:00:00,PANEL_03,39.75,8.04,319.61,34.91,97.12,380,2023,LOC_B,742.39,29.23,1.91,1,0,1.0525478202089202,0.9679296836268506,0.9711990575999999
2026-08-01 15:00:00,PANEL_01,39.33,6.0,235.94,34.51,95.34,350,2024,LOC_A,606.95,31.59,3.71,0,1,1.0300978379246117,1.5114365467241522,0.9533990931999999
2026-08-01 15:00:00,PANEL_02,38.21,7.07,270.23,34.57,95.54,400,2025,LOC_A,606.95,31.59,3.71,0,0,0.9702312184997892,1.5114365467241522,0.9553990891999999
2026-08-01 15:00:00,PANEL_03,39.04,6.55,255.71,34.76,95.17,380,2023,LOC_B,606.95,31.59,3.71,1,0,1.0145966596806844,1.5114365467241522,0.9516990966
2026-08-01 16:00:00,PANEL_01,35.82,4.64,166.05,31.81,94.88,350,2024,LOC_A,421.53,30.55,1.73,0,1,0.8424801288343194,1.2719250477321211,0.9487991023999999
2026-08-01 16:00:00,PANEL_02,35.14,5.27,185.26,32.24,92.63,400,2025,LOC_A,421.53,30.55,1.73,0,0,0.8061325384692486,1.2719250477321211,0.9262991473999999
2026-08-01 16:00:00,PANEL_03,36.09,4.98,179.84,31.52,94.65,380,2023,LOC_B,421.53,30.55,1.73,1,0,0.8569122603028037,1.2719250477321211,0.946499107
2026-08-01 17:00:00,PANEL_01,33.28,2.53,84.26,27.1,93.02,350,2024,LOC_A,198.4,29.83,4.77,0,1,0.7067111883530253,1.1061093945837912,0.9301991395999999
2026-08-01 17:00:00,PANEL_02,33.2,2.86,95.1,28.29,91.86,400,2025,LOC_A,198.4,29.83,4.77,0,0,0.7024350012512524,1.1061093945837912,0.9185991627999999
2026-08-01 17:00:00,PANEL_03,32.25,3.0,96.75,28.35,98.38,380,2023,LOC_B,198.4,29.83,4.77,1,0,0.6516552794176973,1.1061093945837912,0.9837990323999999
2026-08-01 18:00:00,PANEL_01,30.13,0.1,2.96,25.67,100.0,350,2024,LOC_A,10.31,27.83,3.89,0,1,0.5383363212207115,0.6455103580606543,0.9999989999999999
2026-08-01 18:00:00,PANEL_02,30.51,0.0,0.0,22.72,0.0,400,2025,LOC_A,10.31,27.83,3.89,0,0,0.5586482099541337,0.6455103580606543,1e-06
2026-08-01 18:00:00,PANEL_03,29.69,0.0,0.08,24.52,100.0,380,2023,LOC_B,10.31,27.83,3.89,1,0,0.51481729216096,0.6455103580606543,0.9999989999999999
2026-08-01 19:00:00,PANEL_01,0.0,0.0,0.0,17.64,0.0,350,2024,LOC_A,0.0,27.69,2.69,0,1,-1.0721826459845616,0.6132684255040353,1e-06
2026-08-01 19:00:00,PANEL_02,0.0,0.0,0.0,18.09,0.0,400,2025,LOC_A,0.0,27.69,2.69,0,0,-1.0721826459845616,0.6132684255040353,1e-06
2026-08-01 19:00:00,PANEL_03,0.0,0.0,0.0,17.62,0.0,380,2023,LOC_B,0.0,27.69,2.69,1,0,-1.0721826459845616,0.6132684255040353,1e-06
2026-08-01 20:00:00,PANEL_01,0.0,0.0,0.0,17.69,0.0,350,2024,LOC_A,0.0,27.04,4.74,0,1,-1.0721826459845616,0.4635737386340153,1e-06
2026-08-01 20:00:00,PANEL_02,0.0,0.0,0.0,17.3,0.0,400,2025,LOC_A,0.0,27.04,4.74,0,0,-1.0721826459845616,0.4635737386340153,1e-06
2026-08-01 20:00:00,PANEL_03,0.0,0.0,0.0,17.54,0.0,380,2023,LOC_B,0.0,27.04,4.74,1,0,-1.0721826459845616,0.4635737386340153,1e-06
2026-08-01 21:00:00,PANEL_01,0.0,0.0,0.0,17.32,0.0,350,2024,LOC_A,0.0,25.75,2.49,0,1,-1.0721826459845616,0.16648736007659215,1e-06
2026-08-01 21:00:00,PANEL_02,0.0,0.0,0.0,17.51,0.0,400,2025,LOC_A,0.0,25.75,2.49,0,0,-1.0721826459845616,0.16648736007659215,1e-06
2026-08-01 21:00:00,PANEL_03,0.0,0.0,0.0,18.53,0.0,380,2023,LOC_B,0.0,25.75,2.49,1,0,-1.0721826459845616,0.16648736007659215,1e-06
2026-08-01 22:00:00,PANEL_01,0.0,0.0,0.0,17.53,0.0,350,2024,LOC_A,0.0,23.2,3.9,0,1,-1.0721826459845616,-0.4207764114904076,1e-06
2026-08-01 22:00:00,PANEL_02,0.0,0.0,0.0,19.32,0.0,400,2025,LOC_A,0.0,23.2,3.9,0,0,-1.0721826459845616,-0.4207764114904076,1e-06
2026-08-01 22:00:00,PANEL_03,0.0,0.0,0.0,18.25,0.0,380,2023,LOC_B,0.0,23.2,3.9,1,0,-1.0721826459845616,-0.4207764114904076,1e-06
2026-08-01 23:00:00,PANEL_01,0.0,0.0,0.0,18.09,0.0,350,2024,LOC_A,0.0,22.78,2.92,0,1,-1.0721826459845616,-0.517502209160266,1e-06
2026-08-01 23:00:00,PANEL_02,0.0,0.0,0.0,17.57,0.0,400,2025,LOC_A,0.0,22.78,2.92,0,0,-1.0721826459845616,-0.517502209160266,1e-06
2026-08-01 23:00:00,PANEL_03,0.0,0.0,0.0,18.35,0.0,380,2023,LOC_B,0.0,22.78,2.92,1,0,-1.0721826459845616,-0.517502209160266,1e-06
2026-08-02 00:00:00,PANEL_01,0.0,0.0,0.0,17.71,0.0,350,2024,LOC_A,0.0,20.61,2.17,0,1,-1.0721826459845616,-1.01725216378787,1e-06
2026-08-02 00:00:00,PANEL_02,0.0,0.0,0.0,18.06,0.0,400,2025,LOC_A,0.0,20.61,2.17,0,0,-1.0721826459845616,-1.01725216378787,1e-06
2026-08-02 00:00:00,PANEL_03,0.0,0.0,0.0,19.28,0.0,380,2023,LOC_B,0.0,20.61,2.17,1,0,-1.0721826459845616,-1.01725216378787,1e-06
2026-08-02 01:00:00,PANEL_01,0.0,0.0,0.0,17.95,0.0,350,2024,LOC_A,0.0,18.85,4.48,0,1,-1.0721826459845616,-1.42257931592823,1e-06
2026-08-02 01:00:00,PANEL_02,0.0,0.0,0.0,18.57,0.0,400,2025,LOC_A,0.0,18.85,4.48,0,0,-1.0721826459845616,-1.42257931592823,1e-06
2026-08-02 01:00:00,PANEL_03,0.0,0.0,0.0,17.65,0.0,380,2023,LOC_B,0.0,18.85,4.48,1,0,-1.0721826459845616,-1.42257931592823,1e-06
2026-08-02 02:00:00,PANEL_01,0.0,0.0,0.0,17.98,0.0,350,2024,LOC_A,0.0,20.29,3.41,0,1,-1.0721826459845616,-1.090948009631572,1e-06
2026-08-02 02:00:00,PANEL_02,0.0,0.0,0.0,18.89,0.0,400,2025,LOC_A,0.0,20.29,3.41,0,0,-1.0721826459845616,-1.090948009631572,1e-06
2026-08-02 02:00:00,PANEL_03,0.0,0.0,0.0,17.69,0.0,380,2023,LOC_B,0.0,20.29,3.41,1,0,-1.0721826459845616,-1.090948009631572,1e-06
2026-08-02 03:00:00,PANEL_01,0.0,0.0,0.0,18.91,0.0,350,2024,LOC_A,0.0,19.8,3.93,0,1,-1.0721826459845616,-1.20379477357974,1e-06
2026-08-02 03:00:00,PANEL_02,0.0,0.0,0.0,18.35,0.0,400,2025,LOC_A,0.0,19.8,3.93,0,0,-1.0721826459845616,-1.20379477357974,1e-06
2026-08-02 03:00:00,PANEL_03,0.0,0.0,0.0,17.72,0.0,380,2023,LOC_B,0.0,19.8,3.93,1,0,-1.0721826459845616,-1.20379477357974,1e-06
2026-08-02 04:00:00,PANEL_01,0.0,0.0,0.0,18.32,0.0,350,2024,LOC_A,0.0,18.69,3.93,0,1,-1.0721826459845616,-1.459427238850081,1e-06
2026-08-02 04:00:00,PANEL_02,0.0,0.0,0.0,18.49,0.0,400,2025,LOC_A,0.0,18.69,3.93,0,0,-1.0721826459845616,-1.459427238850081,1e-06
2026-08-02 04:00:00,PANEL_03,0.0,0.0,0.0,18.31,0.0,380,2023,LOC_B,0.0,18.69,3.93,1,0,-1.0721826459845616,-1.459427238850081,1e-06
2026-08-02 05:00:00,PANEL_01,0.0,0.0,0.0,17.21,0.0,350,2024,LOC_A,0.0,21.03,3.46,0,1,-1.0721826459845616,-0.9205263661180109,1e-06
2026-08-02 05:00:00,PANEL_02,0.0,0.0,0.0,17.64,0.0,400,2025,LOC_A,0.0,21.03,3.46,0,0,-1.0721826459845616,-0.9205263661180109,1e-06
2026-08-02 05:00:00,PANEL_03,0.0,0.0,0.0,17.88,0.0,380,2023,LOC_B,0.0,21.03,3.46,1,0,-1.0721826459845616,-0.9205263661180109,1e-06
2026-08-02 06:00:00,PANEL_01,29.96,0.06,1.86,24.18,0.0,350,2024,LOC_A,46.94,18.66,4.49,0,1,0.5292494236294439,-1.4663362243979283,1e-06
2026-08-02 06:00:00,PANEL_02,29.33,0.04,1.12,24.61,0.0,400,2025,LOC_A,46.94,18.66,4.49,0,0,0.495574450202981,-1.4663362243979283,1e-06
2026-08-02 06:00:00,PANEL_03,30.28,0.11,3.27,24.83,0.0,380,2023,LOC_B,46.94,18.66,4.49,1,0,0.5463541720365361,-1.4663362243979283,1e-06
2026-08-02 07:00:00,PANEL_01,33.34,2.57,85.82,26.22,94.74,350,2024,LOC_A,222.61,21.76,3.61,0,1,0.7099183286793552,-0.7524077177870657,0.9473991051999998
2026-08-02 07:00:00,PANEL_02,33.32,2.97,99.04,28.15,95.67,400,2025,LOC_A,222.61,21.76,3.61,0,0,0.7088492819039118,-0.7524077177870657,0.9566990865999999
2026-08-02 07:00:00,PANEL_03,32.47,2.77,89.92,28.94,91.43,380,2023,LOC_B,222.61,21.76,3.61,1,0,0.6634147939475731,-0.7524077177870657,0.9142991713999999
2026-08-02 08:00:00,PANEL_01,35.98,4.69,168.7,31.53,96.4,350,2024,LOC_A,365.37,23.27,3.93,0,1,0.8510325030378654,-0.4046554452120978,0.9639990719999999
2026-08-02 08:00:00,PANEL_02,36.01,5.37,193.38,30.98,96.69,400,2025,LOC_A,365.37,23.27,3.93,0,0,0.8526360732010303,-0.4046554452120978,0.9668990661999999
2026-08-02 08:00:00,PANEL_03,36.05,4.96,178.83,31.07,94.12,380,2023,LOC_B,365.37,23.27,3.93,1,0,0.8547741667519168,-0.4046554452120978,0.9411991176
2026-08-02 09:00:00,PANEL_01,38.33,6.16,235.96,34.13,95.34,350,2024,LOC_A,645.38,24.59,2.53,0,1,0.9766454991524487,-0.10066008110682731,0.9533990931999999
2026-08-02 09:00:00,PANEL_02,39.11,6.78,265.2,34.42,93.76,400,2025,LOC_A,645.38,24.59,2.53,0,0,1.0183383233947358,-0.10066008110682731,0.9375991248
2026-08-02 09:00:00,PANEL_03,38.27,6.82,260.8,34.8,97.06,380,2023,LOC_B,645.38,24.59,2.53,1,0,0.9734383588261191,-0.10066008110682731,0.9705990588
2026-08-02 10:00:00,PANEL_01,40.91,6.89,281.88,37.26,93.0,350,2024,LOC_A,721.07,27.29,3.89,0,1,1.1145525331846293,0.5211486181994074,0.92999914
2026-08-02 10:00:00,PANEL_02,40.84,8.07,329.43,38.06,95.1,400,2025,LOC_A,721.07,27.29,3.89,0,0,1.1108108694705783,0.5211486181994074,0.9509990979999998
2026-08-02 10:00:00,PANEL_03,40.13,7.93,318.29,39.29,96.72,380,2023,LOC_B,721.07,27.29,3.89,1,0,1.0728597089423424,0.5211486181994074,0.9671990655999999
2026-08-02 11:00:00,PANEL_01,41.41,7.71,319.33,39.94,94.45,350,2024,LOC_A,805.14,28.41,3.62,0,1,1.1412787025707107,0.7790840786523644,0.944499111
2026-08-02 11:00:00,PANEL_02,42.38,8.61,364.84,38.07,94.43,400,2025,LOC_A,805.14,28.41,3.62,0,0,1.1931274711797093,0.7790840786523644,0.9442991114
2026-08-02 11:00:00,PANEL_03,41.45,8.28,343.13,37.57,93.48,380,2023,LOC_B,805.14,28.41,3.62,1,0,1.1434167961215977,0.7790840786523644,0.9347991304
2026-08-02 12:00:00,PANEL_01,41.5,7.94,329.31,38.97,94.09,350,2024,LOC_A,879.06,28.68,3.11,0,1,1.1460894130602057,0.8412649485829877,0.9408991181999999
2026-08-02 12:00:00,PANEL_02,42.12,9.18,386.53,38.0,96.63,400,2025,LOC_A,879.06,28.68,3.11,0,0,1.1792298630989466,0.8412649485829877,0.9662990673999998
2026-08-02 12:00:00,PANEL_03,42.49,8.47,360.09,38.95,94.76,380,2023,LOC_B,879.06,28.68,3.11,1,0,1.1990072284446471,0.8412649485829877,0.9475991048
2026-08-02 13:00:00,PANEL_01,41.93,7.55,316.46,38.87,93.61,350,2024,LOC_A,809.27,29.03,3.86,0,1,1.1690739187322357,0.921869779974537,0.9360991277999999
2026-08-02 13:00:00,PANEL_02,41.67,8.86,369.1,38.78,95.53,400,2025,LOC_A,809.27,29.03,3.86,0,0,1.1551763106514734,0.921869779974537,0.9552990893999999
2026-08-02 13:00:00,PANEL_03,42.82,8.08,345.97,37.96,94.26,380,2023,LOC_B,809.27,29.03,3.86,1,0,1.2166465002394609,0.921869779974537,0.9425991147999999
2026-08-02 14:00:00,PANEL_01,40.08,7.13,285.73,36.35,94.27,350,2024,LOC_A,743.95,30.8,3.22,0,1,1.070187092003734,1.3294999272975132,0.9426991145999999
2026-08-02 14:00:00,PANEL_02,40.99,8.17,334.91,36.42,96.68,400,2025,LOC_A,743.95,30.8,3.22,0,0,1.1188287202864027,1.3294999272975132,0.9667990663999999
2026-08-02 14:00:00,PANEL_03,39.98,7.87,314.52,36.44,95.57,380,2023,LOC_B,743.95,30.8,3.22,1,0,1.0648418581265175,1.3294999272975132,0.9556990885999999
2026-08-02 15:00:00,PANEL_01,38.8,6.08,235.9,33.09,95.32,350,2024,LOC_A,558.58,30.66,3.09,0,1,1.0017680983753652,1.2972579947408935,0.9531990935999999
2026-08-02 15:00:00,PANEL_02,39.26,7.02,275.75,33.99,97.49,400,2025,LOC_A,558.58,30.66,3.09,0,0,1.0263561742105602,1.2972579947408935,0.9748990501999999
2026-08-02 15:00:00,PANEL_03,38.29,6.69,256.36,34.94,95.41,380,2023,LOC_B,558.58,30.66,3.09,1,0,0.9745074056015621,1.2972579947408935,0.9540990917999999
2026-08-02 16:00:00,PANEL_01,36.33,4.78,173.55,31.32,99.17,350,2024,LOC_A,400.93,30.67,3.98,0,1,0.8697408216081225,1.2995609899235094,0.9916990165999999
2026-08-02 16:00:00,PANEL_02,35.6,5.2,185.09,30.77,92.54,400,2025,LOC_A,400.93,30.67,3.98,0,0,0.8307206143044437,1.2995609899235094,0.9253991492
2026-08-02 16:00:00,PANEL_03,35.98,5.2,186.96,30.98,98.4,380,2023,LOC_B,400.93,30.67,3.98,1,0,0.8510325030378654,1.2995609899235094,0.9839990319999999
2026-08-02 17:00:00,PANEL_01,33.22,2.59,86.0,29.07,94.94,350,2024,LOC_A,276.58,30.34,3.81,0,1,0.7035040480266954,1.2235621488971915,0.9493991011999998
2026-08-02 17:00:00,PANEL_02,34.37,2.81,96.53,27.39,93.24,400,2025,LOC_A,276.58,30.34,3.81,0,0,0.7649742376146829,1.2235621488971915,0.9323991351999998
2026-08-02 17:00:00,PANEL_03,33.63,2.85,95.73,29.73,97.33,380,2023,LOC_B,276.58,30.34,3.81,1,0,0.7254195069232825,1.2235621488971915,0.9732990533999999
2026-08-02 18:00:00,PANEL_01,30.29,0.0,0.0,24.59,0.0,350,2024,LOC_A,0.0,27.71,3.47,0,1,0.5468886954242577,0.6178744158692666,1e-06
2026-08-02 18:00:00,PANEL_02,30.55,0.08,2.51,24.51,100.0,400,2025,LOC_A,0.0,27.71,3.47,0,0,0.5607863035050201,0.6178744158692666,0.9999989999999999
2026-08-02 18:00:00,PANEL_03,30.53,0.12,3.57,25.38,100.0,380,2023,LOC_B,0.0,27.71,3.47,1,0,0.5597172567295768,0.6178744158692666,0.9999989999999999
2026-08-02 19:00:00,PANEL_01,0.0,0.0,0.0,18.32,0.0,350,2024,LOC_A,0.0,28.05,6.46,0,1,-1.0721826459845616,0.6961762520781999,1e-06
2026-08-02 19:00:00,PANEL_02,0.0,0.0,0.0,17.92,0.0,400,2025,LOC_A,0.0,28.05,6.46,0,0,-1.0721826459845616,0.6961762520781999,1e-06
2026-08-02 19:00:00,PANEL_03,0.0,0.0,0.0,18.07,0.0,380,2023,LOC_B,0.0,28.05,6.46,1,0,-1.0721826459845616,0.6961762520781999,1e-06
2026-08-02 20:00:00,PANEL_01,0.0,0.0,0.0,18.6,0.0,350,2024,LOC_A,0.0,26.4,3.86,0,1,-1.0721826459845616,0.31618204694661134,1e-06
2026-08-02 20:00:00,PANEL_02,0.0,0.0,0.0,17.59,0.0,400,2025,LOC_A,0.0,26.4,3.86,0,0,-1.0721826459845616,0.31618204694661134,1e-06
2026-08-02 20:00:00,PANEL_03,0.0,0.0,0.0,18.18,0.0,380,2023,LOC_B,0.0,26.4,3.86,1,0,-1.0721826459845616,0.31618204694661134,1e-06
2026-08-02 21:00:00,PANEL_01,0.0,0.0,0.0,17.8,0.0,350,2024,LOC_A,0.0,24.97,2.1,0,1,-1.0721826459845616,-0.013146264167431518,1e-06
2026-08-02 21:00:00,PANEL_02,0.0,0.0,0.0,18.01,0.0,400,2025,LOC_A,0.0,24.97,2.1,0,0,-1.0721826459845616,-0.013146264167431518,1e-06
2026-08-02 21:00:00,PANEL_03,0.0,0.0,0.0,18.64,0.0,380,2023,LOC_B,0.0,24.97,2.1,1,0,-1.0721826459845616,-0.013146264167431518,1e-06
2026-08-02 22:00:00,PANEL_01,0.0,0.0,0.0,18.1,0.0,350,2024,LOC_A,0.0,24.36,4.4,0,1,-1.0721826459845616,-0.15362897030698816,1e-06
2026-08-02 22:00:00,PANEL_02,0.0,0.0,0.0,18.02,0.0,400,2025,LOC_A,0.0,24.36,4.4,0,0,-1.0721826459845616,-0.15362897030698816,1e-06
2026-08-02 22:00:00,PANEL_03,0.0,0.0,0.0,17.32,0.0,380,2023,LOC_B,0.0,24.36,4.4,1,0,-1.0721826459845616,-0.15362897030698816,1e-06
2026-08-02 23:00:00,PANEL_01,0.0,0.0,0.0,18.37,0.0,350,2024,LOC_A,0.0,22.63,2.41,0,1,-1.0721826459845616,-0.5520471368995017,1e-06
2026-08-02 23:00:00,PANEL_02,0.0,0.0,0.0,18.32,0.0,400,2025,LOC_A,0.0,22.63,2.41,0,0,-1.0721826459845616,-0.5520471368995017,1e-06
2026-08-02 23:00:00,PANEL_03,0.0,0.0,0.0,19.08,0.0,380,2023,LOC_B,0.0,22.63,2.41,1,0,-1.0721826459845616,-0.5520471368995017,1e-06
2026-08-03 00:00:00,PANEL_01,0.0,0.0,0.0,17.85,0.0,350,2024,LOC_A,0.0,21.88,1.82,0,1,-1.0721826459845616,-0.7247717755956781,1e-06
2026-08-03 00:00:00,PANEL_02,0.0,0.0,0.0,18.11,0.0,400,2025,LOC_A,0.0,21.88,1.82,0,0,-1.0721826459845616,-0.7247717755956781,1e-06
2026-08-03 00:00:00,PANEL_03,0.0,0.0,0.0,18.12,0.0,380,2023,LOC_B,0.0,21.88,1.82,1,0,-1.0721826459845616,-0.7247717755956781,1e-06
2026-08-03 01:00:00,PANEL_01,0.0,0.0,0.0,18.79,0.0,350,2024,LOC_A,0.0,20.27,6.13,0,1,-1.0721826459845616,-1.0955539999968031,1e-06
